Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Paço, Maia",R. Dr. Carlos Pires Felgueiras,4425-074,Maia,229734229,eb1ji.paco@escolas.min-edu.pt,152043,"Agrupamento de Escolas de Pedrouços, Maia",Não,10
"Escola Básica da Bajouca, Maia",R. de Sa,4475-161,Maia,229821267,eb1.bajoucagemunde@escolas.min-edu.pt,152067,"Agrupamento de Escolas do Castêlo da Maia, Maia",Não,11
Colégio Novo da Maia,R. Carlos Alberto Teixeira de Azevedo,nº 365,4475-311,229618000,cl.novomaia@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Castêlo da Maia, Santa Maria de Avioso, Maia",R. Prof Lafayette Rodrigues Vieira de Castro,4475-646,Maia,229825135,eb1ji.castelomaia@escolas.min-edu.pt,152067,"Agrupamento de Escolas do Castêlo da Maia, Maia",Não,11
Escola Básica da Maia,Topo da R. Carvalho Araújo,2720-001,Amadora,214906036,servicos@agan.edu.gov.pt,172182,"Agrupamento de Escolas Doutor Azevedo Neves, Amadora",Sim,3
"Escola Básica de Gouveia, Marco de Canaveses",Várzea de Ovelha Aliviada,Várzea Ovelha E Aliviada,4635-598,255521409,eb1.gouveia@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Igreja, Vila Boa de Quires, Marco de Canaveses",Vila Boa de Quires,Vila Boa De Quires,4635-709,255536466,eb1.igrejavboaquires@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Favões, Marco de Canaveses",Av. da Igreja,Favões,4625-064,255588503,eb1.favoes@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Cruz, Torrão, Marco de Canaveses",Torrão,Torrão Mcn,4575-327,255614859,eb1.cruztorrao@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Casal, Marco de Canaveses",Casal - S. Lourenço do Douro,São Lourenço Do Douro,4625-526,255582970,eb1.cslourencodouro@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Livração, Marco de Canaveses",Livração,Toutosa,4635-518,255530502,eb1.livracao@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Vale do Côvo, Marco de Canaveses",Vale do Côvo,Alpendurada E Matos,4575-071,255611415,eb1.n2.lama@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Serrinha, Marco de Canaveses",Serrinha,Alpendurada E Matos,4575-049,255611511,eb1.n3.lama@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Ladário, Tabuado, Marco de Canaveses",R. Dr. Amadeu da Encarnação - 407,Tabuado,4635-450,255521707,eb1.ladario@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Feira Nova, Marco de Canaveses",Ariz,Ariz Mcn,4625-049,255588988,eb1.feiranovaariz@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Peso, Santo Isidoro, Marco de Canaveses",Outeiro do Concelho,Santo Isidoro Mcn,4635-333,255530733,eb1.pesostoisidoro@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Paredes, Marco de Canaveses",Paredes de Viadores,Paredes De Viadores,4630-581,255511902,eb1.paredesviadores@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Carreira, Avessadas, Marco de Canaveses",Avessadas,4630-000,Marco de Canaveses,255523377,eb1.cavessadas@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Freita, Marco de Canaveses",Freita,4630-390,Marco de Canaveses,255532397,eb1.casaldum@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Cabo, Maureles, Marco de Canaveses",Maureles,Maureles,4630-501,255536471,eb1.cabomaureles@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Regoufe, Banho e Carvalhosa, Marco de Canaveses",Carvalhosa,Banho E Carvalhosa,4635-052,255739960,eb1.rbanhocarvalhosa@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Picota, Tuias, Marco de Canaveses",R. Zé do Telhado,4630-309,Marco de Canaveses,255531129,eb1.picota@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Searinha, Marco de Canaveses",R. Associacao Cultural e Desportiva,52,4630-145,255521449,eb1.searinha@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Gandra, Marco de Canaveses",Várzea do Douro,Várzea Do Douro,4575-452,255611295,eb1.n2.travassos@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Barroca, Rio de Galinhas, Marco de Canaveses",Rua Reimão Nogueira,4630-248,Marco de Canaveses,255534237,eb1.briogalinhas@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Paços, Seara, Marco de Canaveses",Lugar de Seara,Paços De Gaiolo,4625-270,255582971,eb1.n1.pacos@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Eiró, Marco de Canaveses",Alpendurada e Matos,Alpendurada E Matos,4575-020,255619751,eb1.n1.lama@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica n.º 1 de Igreja, Sande, Marco de Canaveses",Igreja - Sande,Sande Mcn,4625-452,255582968,eb1.n1.igrejasande@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica n.º 1 de São Sebastião, Penha Longa, Marco de Canaveses",S. Sebastião - Penha Longa,Penha Longa,4625-366,255582481,eb1.n1.ssebastiao@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Esperança, Marco de Canaveses",Várzea de Ovelha Aliviada,Várzea Ovelha E Aliviada,4635-552,255523045,eb1.evovelhaaliviada@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
"Escola Básica de Cruzeiro, Alpendurada, Marco de Canaveses",Alpendurada e Matos,Alpendurada E Matos,4575-020,255619751,eb1.n1.lama@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Vila Boa do Bispo, Marco de Canaveses",Rua Manuel Valadares Junior n.º 99,Vila Boa Do Bispo,4625-721,255588161,eb1.bairralvboabispo@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Ladário, Fontelas, Marco de Canaveses",Constance,Constance,4635-133,933933972,eb1.fconstance@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Manhuncelos, Marco de Canaveses",Manhuncelos - Marco de Canaveses,Manhuncelos,4630-168,255532334,ji.manhuncelos@escolas.min-edu.pt,150733,"Agrupamento de Escolas de Sande, Marco de Canaveses",Não,11
"Escola Básica de Quinta do Bairro, Pena, Marco de Canaveses",Várzea do Douro,Várzea Do Douro,4575-448,255611152,eb1.penavarzeadouro@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica de Vila Nova, Vila Boa de Quires, Marco de Canaveses",Vila Boa de Quires,Vila Boa De Quires,4635-739,255536465,eb1.vnovavboaquires@escolas.min-edu.pt,150745,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Não,10
"Escola Básica de Rua Direita, Sobretâmega, Marco de Canaveses",Rua Direita,Sobretâmega,4635-374,255536393,eb1.direita@escolas.min-edu.pt,150836,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Não,18
Escola Básica n.º 1 de Marco de Canaveses,Alameda 20 de Junho 109,Alpendurada E Matos,4575-068,255618150,eb23.alpendurada@escolas.min-edu.pt,150824,"Agrupamento de Escolas de Alpendurada, Marco de Canaveses",Não,13
"Escola Básica da Quinta do Vieira, Custóias, Matosinhos",Rua Joaquim Ribeiro,Custóias Mts,4460-750,-,-,152110,"Agrupamento de Escolas Irmãos Passos, Matosinhos",Não,7
"Escola Básica do Araújo, Leça do Balio, Matosinhos",Avenida D. Manuel Martins,Leça Do Balio,4465-332,-,-,151403,"Agrupamento de Escolas de Padrão da Légua, Matosinhos",Não,6
"Escola Básica das Ribeiras, Matosinhos",Travessa 31 de Janeiro,Lugar da Barroca,Perafita,-,-,150757,"Agrupamento de Escolas de Perafita, Matosinhos",Não,3
"Escola Básica do Padrão da Légua, Matosinhos",R. Dr. Torrinha - Amieira,São Mamede De Infesta,4465-272,229511569,eb1.asmamedeinfesta@escolas.min-edu.pt,151403,"Agrupamento de Escolas de Padrão da Légua, Matosinhos",Não,6
"Escola Básica n.º 1 da Quinta de São Gens, Senhora da Hora, Matosinhos",Rua Sehora da Penha,Senhora da Hora,Senhora Da Hora,-,-,152080,"Agrupamento de Escolas da Senhora da Hora, Matosinhos",Não,5
"Escola Básica do Estádio do Mar, Matosinhos",Rua dos Bombeiros Voluntários,Senhora Da Hora,4460-894,-,-,152122,"Agrupamento de Escolas Professor Óscar Lopes, Matosinhos",Não,2
"Externato ""S. João Bosco""",Rua Brito Capelo,nº 720; Rua Roberto Ivens,562,229380217,ext.sjbmatosinhos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Lomba, Matosinhos",Rua da Lomba,Guifões,4460-040,229531964,eb1ji.lomba@escolas.min-edu.pt,152110,"Agrupamento de Escolas Irmãos Passos, Matosinhos",Não,7
Grande Colégio da Póvoa de Varzim,Rua Cidade de Guimarães,nº 156,4490-148,252291650,grandeclpovoavarzim@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Externato ""Bom Jesus"" de Matosinhos",Rua Dr. José Ventura,nº 93,4450-172,963097370,ext.bjesusmatosinhos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Praia, Leça da Palmeira, Matosinhos",Rua Nogueira Pinto,4450-747,Matosinhos,229962665,eb1.n2.lecapalmeira@escolas.min-edu.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Não,6
"Escola Básica de Cabanelas, Matosinhos",Rua da Cruz,Lavra,4455-112,229996990,servicos@aedjdslavra.edu.gov.pt,150393,"Agrupamento de Escolas Doutor José Domingues dos Santos, Matosinhos",Sim,4
"Escola Básica de Sendim, Matosinhos",R. do Sarilho,70,4450-274,229534615,eb1.sendimmatosinhos@escolas.min-edu.pt,152110,"Agrupamento de Escolas Irmãos Passos, Matosinhos",Não,7
"Escola Básica de Godinho, Matosinhos",R. do Godinho,4450-150,Matosinhos,229378420,eb1.godinho@escolas.min-edu.pt,152109,Agrupamento de Escolas de Matosinhos,Não,4
Externato Arco Íris II,Av. Fabril do Norte,679,Senhora Da Hora,229542645,ext.arcoiris2@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Amorosa, Leça da Palmeira, Matosinhos",R. Óscar da Silva,4450-758,Matosinhos,229951373,eb1ji.amorosa@escolas.min-edu.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Não,6
"Escola Básica de Igreja Velha, São Mamede de Infesta, Matosinhos",Tv. Henrique Bravo,São Mamede De Infesta,4465-173,229012692,eb1.igrejavelha@escolas.min-edu.pt,151610,"Agrupamento de Escolas Abel Salazar, Matosinhos",Não,5
Externato António Nobre,Rua Conde de Alto Mearim,nº 477,4450-034,229380206,ext.antonionobre@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Eng. Fernando Pinto de Oliveira, Leça da Palmeira, Matosinhos",Rua do Sol Poente,4450-793,Matosinhos,229997420,servicos@aefernandopoliveira.edu.gov.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Sim,6
"Escola Básica da Barranha, Senhora da Hora, Matosinhos",Av. Vasco da Gama,Senhora Da Hora,4460-432,229538086,ebiji.barranha@escolas.min-edu.pt,152080,"Agrupamento de Escolas da Senhora da Hora, Matosinhos",Não,5
"Escola Básica da Viscondessa, Santa Cruz do Bispo, Matosinhos",Lg da Viscondessa,Santa Cruz Do Bispo,4455-860,229998010,eb1.stacruzbispo@escolas.min-edu.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Não,6
"Escola Básica Padre Manuel Castro, São Mamede de Infesta, Matosinhos",Rua Padre Manuel de Castro,São Mamede De Infesta,4465-199,229013524,eb1.n2.isminfesta@escolas.min-edu.pt,151610,"Agrupamento de Escolas Abel Salazar, Matosinhos",Não,5
"Escola Básica Irmãos Passos, Guifões, Matosinhos",Avª. Dr. Salgado Zenha,Guifões,4460-105,229520565,servicos@aeirmaospassos.edu.gov.pt,152110,"Agrupamento de Escolas Irmãos Passos, Matosinhos",Sim,7
"Escola Básica de Quatro Caminhos, Senhora da Hora, Matosinhos",R. dos Quatro Caminhos,Senhora Da Hora,4460-391,229581858,eb1.qcaminhossrahora@escolas.min-edu.pt,152080,"Agrupamento de Escolas da Senhora da Hora, Matosinhos",Não,5
"Escola Básica Nogueira Pinto, Leça da Palmeira, Matosinhos",R. Nogueira Pinto,4450-000,Matosinhos,229951797,eb1ji.n4.lpalmeira@escolas.min-edu.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Não,6
"Escola Básica da Praia de Angeiras, Matosinhos",R. da Solidariedade Nº 199,Lavra,4455-198,229272286,eb1.praiaangeiras@escolas.min-edu.pt,150393,"Agrupamento de Escolas Doutor José Domingues dos Santos, Matosinhos",Não,4
"Escola Básica de Corpo Santo, Leça da Palmeira, Matosinhos",R. Hintze Ribeiro,4450-000,Matosinhos,229950770,eb1.corposanto@escolas.min-edu.pt,152092,"Agrupamento de Escolas Engenheiro Fernando Pinto de Oliveira, Matosinhos",Não,6
"Escola Básica de Amieira, Senhora da Hora, Matosinhos",R. Dr. Torrinha - Amieira,São Mamede De Infesta,4465-272,229511569,eb1.asmamedeinfesta@escolas.min-edu.pt,151403,"Agrupamento de Escolas de Padrão da Légua, Matosinhos",Não,6
Projeto Scholé,Rua do Godinho n.º 612,4450-147,Matosinhos,936060613,projetoschole@gmail.com,n.a.,n.a.,n.a.,n.a.
Colégio Efanor,Avenida Manuel Pinto de Azevedo,88,Senhora Da Hora,220110000,geral@colegioefanor.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Gondivai, Leça do Balio, Matosinhos",Rua Manuel da Silva Santos,Nº 49,Leça Do Balio,229546781,eb1.n1.gondivai@escolas.min-edu.pt,151403,"Agrupamento de Escolas de Padrão da Légua, Matosinhos",Não,6
"Escola Básica de Ermida, São Mamede de Infesta, Matosinhos",R. da Conceição,São Mamede De Infesta,4465-091,229016752,eb1.esmamedeinfesta@escolas.min-edu.pt,151610,"Agrupamento de Escolas Abel Salazar, Matosinhos",Não,5
Colégio Anjos do Saber,Rua Brito Capelo,n.º 782 e 802,4450-068,229387581,cl.anjossaber@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Escola Básica de Matosinhos,Rua Sehora da Penha,Senhora da Hora,Senhora Da Hora,-,-,152080,"Agrupamento de Escolas da Senhora da Hora, Matosinhos",Não,5
"Escola Básica Augusto Gomes, Matosinhos",R. Augusto Gomes,4450-053,Matosinhos,229397700,eb1.n1.matosinhos@escolas.min-edu.pt,152109,Agrupamento de Escolas de Matosinhos,Não,4
"Escola Básica Florbela Espanca, Matosinhos",R. do Pombal,4450-223,Matosinhos,229372780,eb1.n4.matosinhos@escolas.min-edu.pt,152109,Agrupamento de Escolas de Matosinhos,Não,4
"Escola Básica de Santiago, Custóias, Matosinhos",R. da Escola,Custóias Mts,4460-692,229515200,eb1.spadraolegua@escolas.min-edu.pt,152110,"Agrupamento de Escolas Irmãos Passos, Matosinhos",Não,7
"Escola Básica n.º 2 de Perafita, Matosinhos",Travessa 31 de Janeiro,Lugar da Barroca,Perafita,-,-,150757,"Agrupamento de Escolas de Perafita, Matosinhos",Não,3
"Escola Básica de Agudela, Pampelido, Matosinhos",Rua Nova de Agudela,Lavra,4455-018,229960161,eb1ji.agudela@escolas.min-edu.pt,150393,"Agrupamento de Escolas Doutor José Domingues dos Santos, Matosinhos",Não,4
"Escola Básica de Figueiró, Paços de Ferreira",Rua São João Baptista de Sousa,Figueiró,4590-246,-,-,150769,"Agrupamento de Escolas D. António Taipa, Freamunde, Paços de Ferreira",Não,5
"Escola Básica de Sanfins de Ferreira, Paços de Ferreira",Rua de Talhos,Sanfins De Ferreira,4595-384,-,-,151476,"Agrupamento de Escolas de Eiriz, Paços de Ferreira",Não,5
"Escola Básica de Lamoso, Paços de Ferreira",Rua da Igreja,Lamoso,4590-419,-,-,151476,"Agrupamento de Escolas de Eiriz, Paços de Ferreira",Não,5
"Escola Básica de Penamaior, Paços de Ferreira",Largo do Parque,Penamaior,4595-298,-,-,151117,Agrupamento de Escolas de Paços de Ferreira,Não,5
"Escola Básica de Ferreira, Paços de Ferreira",Rua de Samonde,Ferreira Pfr,4590-769,-,-,151117,Agrupamento de Escolas de Paços de Ferreira,Não,5
"Escola Básica de Carvalhosa, Paços de Ferreira",Rua do Real,Carvalhosa,4590-086,-,-,151476,"Agrupamento de Escolas de Eiriz, Paços de Ferreira",Não,5
"Escola Básica n.º 1 de Frazão, Paços de Ferreira",Praceta do Centro Escolar de Arreigada,n.º 17,Arreigada,-,-,151488,"Agrupamento de Escolas de Frazão, Paços de Ferreira",Não,4
"Escola Básica de Freamunde, Paços de Ferreira",Rua do Centro Escolar 39,4590-000,Paços de Ferreira,-,-,150769,"Agrupamento de Escolas D. António Taipa, Freamunde, Paços de Ferreira",Não,5
"Escola Básica de Meixomil, Paços de Ferreira",Rua das Quimadas,Meixomil,4595-263,-,-,151117,Agrupamento de Escolas de Paços de Ferreira,Não,5
"Escola Básica de Raimonda, Paços de Ferreira",Rua das Escolas,Raimonda,4590-686,-,-,150769,"Agrupamento de Escolas D. António Taipa, Freamunde, Paços de Ferreira",Não,5
Escola Básica n.º 2 de Paços de Ferreira,Praceta do Centro Escolar de Arreigada,n.º 17,Arreigada,-,-,151488,"Agrupamento de Escolas de Frazão, Paços de Ferreira",Não,4
"Escola Básica de Arreigada, Paços de Ferreira",Praceta do Centro Escolar de Arreigada,n.º 17,Arreigada,-,-,151488,"Agrupamento de Escolas de Frazão, Paços de Ferreira",Não,4
"Escola Básica de Seroa, Paços de Ferreira",Rua dos Matos,Seroa,4595-478,-,-,151488,"Agrupamento de Escolas de Frazão, Paços de Ferreira",Não,4
"Escola Básica n.º 1 de Eiriz, Paços de Ferreira",Rua do Real,Carvalhosa,4590-086,-,-,151476,"Agrupamento de Escolas de Eiriz, Paços de Ferreira",Não,5
Colégio Marca d´Água,Rua da Vila,s/n,Penamaior,255862054,cl.marcadagua@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Colégio Nova Encosta,Rua de S.Domingos,Ferreira Pfr,4590-755,255964060,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Gandra, Paredes",Avenida Padre Luís Pinto Carneiro,Gandra Prd,4585-553,-,-,151452,"Agrupamento de Escolas Daniel Faria, Paredes",Não,7
"Escola Básica de Mouriz, Paredes",Rua Central do Bairro,Mouriz,4580-584,-,-,151543,Agrupamento de Escolas de Paredes,Não,11
"Escola Básica de Vilela, Paredes",Rua Escola da Serrinha,Rebordosa,4585-519,224156979,eb1.n2.vales@escolas.min-edu.pt,151555,"Agrupamento de Escolas de Vilela, Paredes",Não,6
"Escola Básica n.º 1 de Rebordosa, Paredes",Rua Escola da Serrinha,Rebordosa,4585-519,224156979,eb1.n2.vales@escolas.min-edu.pt,151555,"Agrupamento de Escolas de Vilela, Paredes",Não,6
"Escola Básica n.º 1 de Sobreira, Paredes",Rua da Estação,Sobreira,4585-681,224333818,servicos@aes.edu.gov.pt,150782,"Agrupamento de Escolas de Sobreira, Paredes",Sim,4
"Escola Básica de Recarei, Paredes",Rua do Campo Lindo 655,Recarei,4585-591,-,-,150782,"Agrupamento de Escolas de Sobreira, Paredes",Não,4
"Escola Básica de Duas Igrejas, Paredes",Avenida da Telha,Duas Igrejas Prd,4580-395,-,-,150770,"Agrupamento de Escolas de Cristelo, Paredes",Não,3
"Escola Básica n.º 1 de Lordelo, Paredes",Rua dos Marceneiros 91,Lordelo Prd,4580-839,-,-,150861,"Agrupamento de Escolas de Lordelo, Paredes",Não,3
"Escola Básica de Sobrosa, Paredes",Alameda 6 de Abril 173,Sobrosa,4580-605,-,-,150770,"Agrupamento de Escolas de Cristelo, Paredes",Não,3
"Escola Básica de Cete, Paredes",Rua de Belo Horizonte,S/N,Cete,-,-,151452,"Agrupamento de Escolas Daniel Faria, Paredes",Não,7
"Escola Básica n.º 2 de Lordelo, Paredes",Rua dos Marceneiros 91,Lordelo Prd,4580-839,-,-,150861,"Agrupamento de Escolas de Lordelo, Paredes",Não,3
"Escola Básica de Bitarães, Paredes",Rua de Vera,Bitarães,4580-292,-,-,151543,Agrupamento de Escolas de Paredes,Não,11
Escola Básica n.º 2 de Paredes,Prolongamento da Rua da Confraria,Paredes Do Bairro,3780-611,-,-,160910,Agrupamento de Escolas de Anadia,Não,21
Grande Colégio de Paredes,Rua Cândido Barbosa,110,Mouriz,255780390,cl.grandecolegiodeparedes@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Serrinha, Rebordosa, Paredes",Rua Escola da Serrinha,Rebordosa,4585-519,224156979,eb1.n2.vales@escolas.min-edu.pt,151555,"Agrupamento de Escolas de Vilela, Paredes",Não,6
"Escola Básica de Baltar, Paredes",Alameda S. Silvestre,nº 162,Baltar,224151768,eb23.baltar@escolas.min-edu.pt,151452,"Agrupamento de Escolas Daniel Faria, Paredes",Não,7
"Colégio ""Casa Mãe""",Rua Professor Doutor Henriques Coelho,n.º 512,Baltar,255788230,ext.casamae@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Douro, Rio Mau, Penafiel",Rua do Estádio,450,Rio Mau Pnf,-,-,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Não,8
"Escola Básica de Abragão, Penafiel",Lugar de Ribaçais,Abragão,4560-027,-,-,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Cabeça Santa, Penafiel",Comunha,Cabeça Santa,4575-134,-,-,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Castelões, Penafiel",Fraião,Castelões Pnf,4560-055,-,-,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
"Escola Básica de Fonte Arcada, Penafiel",Marmoiral,Fonte Arcada Pnf,4560-112,-,-,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Lagares, Penafiel",Avenida do Desporto,Lagares Pnf,4560-187,-,-,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Rans, Penafiel",Avenida Padre António Rodrigues,Rans,4560-755,-,-,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
Escola Básica de Penafiel,Pinheiral-Pinheiro,Pinheiro Pnf,4575-369,255617070,servicos@aepinheiro.edu.gov.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Sim,8
"Escola Básica de Boelhe, Penafiel",Rua Principal de Cristóvão,Boelhe,4575-090,-,-,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Urrô, Penafiel",Torre - Urrô,4560-000,Penafiel,255755796,eb1.torrepenafiel@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de Irivo, Penafiel",Rua do Imaculado Coração de Maria,Irivo,4560-173,-,-,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Pinheiro, Penafiel",Pinheiral-Pinheiro,Pinheiro Pnf,4575-369,255617070,servicos@aepinheiro.edu.gov.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Sim,8
"Escola Básica de Oldrões, Penafiel",Lug do Monte,Entre-Os-Rios,4575-218,255612268,eb1.calcada@escolas.min-edu.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Não,8
"Escola Básica de São Lourenço, Penafiel",S. Lourenço,Paço De Sousa,4560-409,255755768,eb1.slpacosousa@escolas.min-edu.pt,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Luzim, Penafiel",Lomar,Luzim,4560-210,255941526,eb1.lomar@escolas.min-edu.pt,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Bustelo, Penafiel",Bustelo,Bustelo Pnf,4560-042,255215947,eb1.conventobustelo@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de Peroselo, Penafiel",Lug. Calvário,Perozelo,4560-750,255941537,eb1.n2.devesa@escolas.min-edu.pt,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Mosteiro, Assento, Penafiel",Lug. Assento,Paço De Sousa,4560-387,255755795,eb1.n1.mpacosousa@escolas.min-edu.pt,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
Instituto Nun’Alvres,Rua do Instituto Nun´ Álvares,Areias Sts,4780-035,252830900,it.nun@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Duas Igrejas, Penafiel",Carvalhinhos,Duas Igrejas Pnf,4560-071,255724247,eb1.n2.eiro@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de Guilhufe, Penafiel",Galegos,Galegos Pnf,4560-121,255724245,eb1.cruzeirofalcao@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de Capela, Penafiel",Capela,Capela,4575-200,255615782,eb1.n1.montecapela@escolas.min-edu.pt,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Galegos, Penafiel",Galegos,Galegos Pnf,4560-121,255724245,eb1.cruzeirofalcao@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de S. Mamede de Recesinhos, Penafiel",Lugar do Cruzeiro,São Mamede Recezinhos,4560-800,255733949,eb1.n1.ismrecesinhos@escolas.min-edu.pt,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
