Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Aguiar, Viana do Alentejo",Escola de Aguiar,7090-000,Viana do Alentejo,266791188,eb1.aguiarescola@escolas.min-edu.pt,135173,Agrupamento de Escolas de Viana do Alentejo,Não,5
Escola Básica de Viana do Alentejo,Urb. Chão do Mocho,7090-000,Viana do Alentejo,266948051,ebiji.alcacovas@escolas.min-edu.pt,135173,Agrupamento de Escolas de Viana do Alentejo,Não,5
"Escola Básica de Bencatel, Vila Viçosa",R. General Humberto Delgado,Bencatel,7160-050,268408034,eb1.n1.bencatel@escolas.min-edu.pt,135483,Agrupamento de Escolas de Vila Viçosa,Não,10
"Escola Básica do Castelo, Vila Viçosa",Av. Duques de Bragança,7160-209,Vila Viçosa,268881292,eb1.n2.vvicosa@escolas.min-edu.pt,135483,Agrupamento de Escolas de Vila Viçosa,Não,10
"Escola Básica de Carrascal, Vila Viçosa",R. Alferes Marcelino,7160-281,Vila Viçosa,268881291,eb1.n1.vvicosa@escolas.min-edu.pt,135483,Agrupamento de Escolas de Vila Viçosa,Não,10
"Escola Básica de São Romão, Vila Viçosa",S Romao,7160-000,Vila Viçosa,268969387,eb1.sromaociladas@escolas.min-edu.pt,135483,Agrupamento de Escolas de Vila Viçosa,Não,10
"Escola Básica da Guia, Albufeira",Rua José Cabrita Cerco das Hortas,Guia Abf,8200-435,289560110,-,145014,"Agrupamento de Escolas de Albufeira Poente, Albufeira",Não,8
"Escola Básica Vale de Pedras, Albufeira",Caminho dos Brejos,8200-001,Albufeira,-,eb.valedepedras@escolas.min-edu.pt,145385,Agrupamento de Escolas de Albufeira,Não,5
Escola Básica n.º 1 de Albufeira,Rua das Escolas,8200-000,Albufeira,289370800,ebiji.paderne@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Vale Carro, Albufeira",Vale do Carro,8200-636,Albufeira,289366875,eb1.vcarroalbufeira@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Correeira, Albufeira",Correeira - Albufeira,8200-000,Albufeira,289590570,eb1ji.correeira@escolas.min-edu.pt,145385,Agrupamento de Escolas de Albufeira,Não,5
"Escola Básica de Vale Parra, Albufeira",Vale de Parra,Guia Abf,8200-427,289591925,eb1.valeparra@escolas.min-edu.pt,145014,"Agrupamento de Escolas de Albufeira Poente, Albufeira",Não,8
"Escola Básica de Olhos de Água, Albufeira",Rua da Escola,8200-643,Albufeira,289501663,eb1.olhosagua@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Ferreiras, Albufeira",Rua das Escolas,8200-000,Albufeira,289370800,ebiji.paderne@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Sesmarias, Albufeira",Sesmarias,8200-385,Albufeira,289591729,eb1.sesmaria@escolas.min-edu.pt,145014,"Agrupamento de Escolas de Albufeira Poente, Albufeira",Não,8
"Escola Básica de Brejos, Albufeira",Branqueira,8200-315,Albufeira,289542687,eb1.brejosbranqueira@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Caliços, Albufeira",Rua das Escolas,8200-126,Albufeira,289586516,eb1.n2.albufeira@escolas.min-edu.pt,145385,Agrupamento de Escolas de Albufeira,Não,5
"Escola Básica de Paderne, Albufeira",Rua das Escolas,8200-000,Albufeira,289370800,ebiji.paderne@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
"Escola Básica de Fontainhas, Albufeira",Fontainhas,Ferreiras,8200-560,289586921,eb1.falbufeira@escolas.min-edu.pt,145026,"Agrupamento de Escolas de Ferreiras, Albufeira",Não,10
Escola Básica de Alcoutim,Rua Portas do Laborato,Martim Longo,8970-280,281490100,servicos@aealcoutim.edu.gov.pt,145520,Agrupamento de Escolas de Alcoutim,Sim,2
"Escola Básica Professora Piedade Matoso, Aljezur",Rua das Escolas,Odeceixe,8670-320,282947332,eb1.odeceixe@escolas.min-edu.pt,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",Não,3
"Escola Básica de Odeceixe, Aljezur",Rua das Escolas,Odeceixe,8670-320,282947332,eb1.odeceixe@escolas.min-edu.pt,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",Não,3
"Escola Básica de Rogil, Aljezur",Rua das Escolas,Rogil,8670-440,282995187,eb1.rogil@escolas.min-edu.pt,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",Não,3
"Escola Básica de Odeleite, Castro Marim",Odeleite,Azinhal Ctm,8950-011,281495372,eb1.odeleite@escolas.min-edu.pt,145063,Agrupamento de Escolas de Castro Marim,Não,4
Escola Básica n.º 1 de Castro Marim,Odeleite,Azinhal Ctm,8950-011,281495372,eb1.odeleite@escolas.min-edu.pt,145063,Agrupamento de Escolas de Castro Marim,Não,4
"Escola Básica de Altura, Castro Marim",Rua João de Almeida,Altura,8950-414,281956434,eb1.lagoaaltura@escolas.min-edu.pt,145063,Agrupamento de Escolas de Castro Marim,Não,4
"Escola Básica da Lejana, Faro",Avenida Mário Lyster Franco s/nº,8000-000,Faro,-,-,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
"Escola Básica D. Afonso III, Faro",R. D. Diogo Mendonça Corte Real,8000-305,Faro,289801736,eb1.altorodes@escolas.min-edu.pt,145087,"Agrupamento de Escolas D. Afonso III, Faro",Não,3
"Escola Básica de Conceição, Faro",Lg da Igreja,8005-021,Faro,289832147,eb1.clgigreja@escolas.min-edu.pt,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
"Escola Básica de Areal Gordo, Faro",Areal Gordo,8005-418,Faro,289804742,eb1.arealgordo@escolas.min-edu.pt,145099,"Agrupamento de Escolas João de Deus, Faro",Não,5
Colégio de Nossa Senhora do Alto,Rua de Berlim,8000-278,Faro,289824020,cl.nsraalto@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Bordeira, Faro",R. da Escola,8005-423,Faro,289994224,eb1.bordeira@escolas.min-edu.pt,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
"Escola Básica do Bom João, Faro",Bairro do Bom João,8000-209,Faro,289804287,eb1.n3.faro@escolas.min-edu.pt,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",Não,4
"Escola Básica de Alto de Rodes, Faro",R. D. Diogo Mendonça Corte Real,8000-305,Faro,289801736,eb1.altorodes@escolas.min-edu.pt,145087,"Agrupamento de Escolas D. Afonso III, Faro",Não,3
O Relógio,Rua Dr. José de Matos,8000-501,Faro,289880710,ji.casadosrapazes@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Estoi, Faro",R. de Faro,8005-411,Faro,289997100,eb1.estoi@escolas.min-edu.pt,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
Colégio Oficina Divertida,Estrada Srª da Saúde,nº 8 Dtº,8000-500,289820165,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Carmo, Faro",Largo do Carmo,8000-148,Faro,289803933,eb1.n2.faro@escolas.min-edu.pt,145087,"Agrupamento de Escolas D. Afonso III, Faro",Não,3
"Escola Básica de Marchil, Faro",Pontes de Marchil,8005-518,Faro,289805775,eb1.marchil@escolas.min-edu.pt,145105,"Agrupamento de Escolas de Montenegro, Faro",Não,5
"Escola Básica de Montenegro, Faro",Estrada de Sta Barbara de Nexe,8005-142,Faro,289815003,eb1.patacao@escolas.min-edu.pt,145105,"Agrupamento de Escolas de Montenegro, Faro",Não,5
Externato Menino Jesus,Rua Diogo de Castilho,nº 3,3000-140,239827890,ext.mjesuscoimbra@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de S. Luís, Faro",R. João de Deus,16-B,8000-368,289804399,eb1.n1.faro@escolas.min-edu.pt,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",Não,4
"Escola Básica de Ferradeira, Faro",Ferradeira,8005-021,Faro,289802437,eb1.ferradeira@escolas.min-edu.pt,145099,"Agrupamento de Escolas João de Deus, Faro",Não,5
Jardim-Escola João de Deus de Faro,Avenida Dr. Júlio Filipe Almeida Carrapato,8000-081,Faro,289806206,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Patacão, Faro",Estrada de Sta Barbara de Nexe,8005-142,Faro,289815003,eb1.patacao@escolas.min-edu.pt,145105,"Agrupamento de Escolas de Montenegro, Faro",Não,5
"Escola Básica de Santa Bárbara de Nexe, Faro",Sta Barbara de Nexe,8005-517,Faro,289992753,eb1.stabarbaranexe@escolas.min-edu.pt,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
Escola Básica n.º 5 de Faro,Praceta Dr. Aleixo Cunha,8005-160,Faro,289801939,eb1.n5.faro@escolas.min-edu.pt,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Não,9
"Escola Básica de Ilha da Culatra, Faro",Ilha da Culatra,8000-000,Faro,289701012,eb1.ilhaculatra@escolas.min-edu.pt,145452,"Agrupamento de Escolas Doutor Alberto Iria, Olhão",Não,3
"Escola Básica Ria Formosa, Faro",Estrada da Penha,8005-216,Faro,289864590,eb1.n4.faro@escolas.min-edu.pt,145099,"Agrupamento de Escolas João de Deus, Faro",Não,5
"Escola Básica de Parchal, Lagoa",R. da Escola,Parchal,8400-615,282405000,servicos@rioarade.edu.gov.pt,145130,"Agrupamento de Escolas Rio Arade, Lagoa",Sim,8
"Escola Básica de Ferragudo, Lagoa",Escola Basica 1 Ciclo de Ferragudo,8400-000,Lagoa,282461125,eb1.ferragudo@escolas.min-edu.pt,145130,"Agrupamento de Escolas Rio Arade, Lagoa",Não,8
NOBEL - International School Algarve,Barros Brancos – EN 125 Apartado 80,8400-400,Lagoa,282342547,info@nobelalgarve.com,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Carvoeiro, Lagoa",Lg. Nª Senhora da Encarnação,Carvoeiro Lga,8400-513,282357006,eb1.carvoeiropraia@escolas.min-edu.pt,145403,"Agrupamento de Escolas Padre António Martins de Oliveira, Lagoa",Não,6
"Escola Básica de Estômbar, Lagoa",R. 20 de Junho - Sitio da Carrasca - Estômbar,Estombar,8400-063,282450700,eb23.iammarestombar@escolas.min-edu.pt,145130,"Agrupamento de Escolas Rio Arade, Lagoa",Não,8
Escola Básica de Lagoa,Rua Central Sul,3070-143,Mira,231451025,eb1.lagoamira@escolas.min-edu.pt,160209,Agrupamento de Escolas de Mira,Não,11
"Escola Básica de Porches, Lagoa",R. da Escola Primaria,Porches,8400-470,282342128,eb1.porches@escolas.min-edu.pt,145403,"Agrupamento de Escolas Padre António Martins de Oliveira, Lagoa",Não,6
"Escola Básica de Mexilhoeira da Carregação, Lagoa",R. D. João II,Estombar,8400-092,282415296,eb1.mexilhoeira@escolas.min-edu.pt,145130,"Agrupamento de Escolas Rio Arade, Lagoa",Não,8
"Escola Básica de Bensafrim, Lagos",Bensafrim,Bensafrim,8600-069,282688131,eb1.bensafrim@escolas.min-edu.pt,145427,"Agrupamento de Escolas Gil Eanes, Lagos",Não,7
"Escola Básica de Ameijeira, Lagos",R. Leonel Duarte Neves - Apartado 777,8600-000,Lagos,282767375,eb1ji.ameijeira@escolas.min-edu.pt,145427,"Agrupamento de Escolas Gil Eanes, Lagos",Não,7
Externato Jardim Infantil da Torraltinha,Urbanização da Torraltinha,Lote 24 e 26,8600-611,282769389,ext.jitorraltinha@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Sophia de Mello Breyner Andresen, Lagos",Rossio de S. João,8600-324,Lagos,282760773,eb1.n3.lagos@escolas.min-edu.pt,145427,"Agrupamento de Escolas Gil Eanes, Lagos",Não,7
Colégio Bambino,Estrada da Atalaia,8600-281,Lagos,282767854,ji.obambino@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Santa Maria, Lagos",Rua da Gafaria,8600-000,Lagos,282780130,eb1ji.stamaria@escolas.min-edu.pt,145415,"Agrupamento de Escolas Júlio Dantas, Lagos",Não,5
Escola Básica n.º 1 de Lagos,Zambujeiro,Travanca De Lagos,3405-515,238645731,eb1.travancalagos@escolas.min-edu.pt,162000,Agrupamento de Escolas de Oliveira do Hospital,Não,19
"Escola Básica de Chinicato, Lagos",R. da Escola,8600-306,Lagos,282798972,eb1.chinicato@escolas.min-edu.pt,145427,"Agrupamento de Escolas Gil Eanes, Lagos",Não,7
"Escola Básica de Odiáxere, Lagos",Tv. João de Deus,8600-000,Lagos,282798909,eb1.odeaxere@escolas.min-edu.pt,145427,"Agrupamento de Escolas Gil Eanes, Lagos",Não,7
Colégio Luz de S. Gonçalo,Avenida 25 de Abril,Madalena,4600-014,255432020,cl.sgoncaloamarante@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica ""Centro Escolar da Luz"", Lagos",Estrada Municipal M537-1 - Quinta da BelaVista,Luz Lgs,8600-184,282767375,info@aejd.pt,145415,"Agrupamento de Escolas Júlio Dantas, Lagos",Não,5
"Escola Básica Cónego Dr. Clementino de Brito Pinto, Almancil, Loulé",Av. José dos Santos Farias,8100-000,Loulé,-,-,145142,"Agrupamento de Escolas de Almancil, Loulé",Não,7
"Escola Básica Professor Manuel Martins Alves, Loulé",Rua Padre João Coelho Cabanita Campina de Cima,8100-000,Loulé,-,-,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica da Fonte Santa, Loulé",Urbanização Al-Sakia - Fonte Santa s/n,Quarteira,8125-020,-,-,145336,"Agrupamento de Escolas Doutora Laura Ayres, Loulé",Não,7
Colégio Internacional de Vilamoura,Sítio das Quintinhas - Apartado 856,Quarteira,8125-300,289303280,cl.ivilamoura@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de São João da Venda, Loulé",S João da Venda,Almancil,8135-026,289815076,eb1.sjoaovenda@escolas.min-edu.pt,145142,"Agrupamento de Escolas de Almancil, Loulé",Não,7
"Escola Básica de Benfarras, Loulé",Benfarras,Boliqueime,8100-068,289363200,eb1.benfarras@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
Escola Básica n.º 3 de Loulé,R. da Escola,Quarteira,8125-213,289315821,eb1.dfranciscaaragao@escolas.min-edu.pt,145439,"Agrupamento de Escolas D. Dinis, Loulé",Não,2
"Escola Básica de Abelheira, Quarteira, Loulé",Quarteira - Sítio da Abelheira,8100-000,Loulé,289323190,eb1ji.quarteira@escolas.min-edu.pt,145336,"Agrupamento de Escolas Doutora Laura Ayres, Loulé",Não,7
"Escola Básica D. Francisca de Aragão, Quarteira, Loulé",R. da Escola,Quarteira,8125-213,289315821,eb1.dfranciscaaragao@escolas.min-edu.pt,145439,"Agrupamento de Escolas D. Dinis, Loulé",Não,2
Escola Básica n.º 4 de Loulé,R. da Escola,Quarteira,8125-213,289315821,eb1.dfranciscaaragao@escolas.min-edu.pt,145439,"Agrupamento de Escolas D. Dinis, Loulé",Não,2
"Escola Básica de Vale Judeu, Loulé",Vale Judeu,8100-333,Loulé,289328351,eb1.valejudeu@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica de Almancil, Loulé",R. João de Deus,31-33,Almancil,289399479,eb1.almansil@escolas.min-edu.pt,145142,"Agrupamento de Escolas de Almancil, Loulé",Não,7
"Escola Básica de Estação, Loulé",Estacão,8100-306,Loulé,289416423,eb1.estacaoloule@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica Mãe Soberana, Loulé",R. José António Madeira,8100-670,Loulé,289462058,eb1.n1.loule@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica de Tôr, Loulé",Tôr,Tôr,8100-381,289415995,eb1.tor@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica de Vale Silves, Loulé",Vale Silves,Boliqueime,8100-097,289360132,eb1.valesilves@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica de Benafim Grande, Loulé",Rua Nova,Benafim,8100-352,289472139,eb1.benafimgrande@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica de São Lourenço, Loulé",S Lourenco,Almancil,8135-027,289399478,eb1.slalmansil@escolas.min-edu.pt,145142,"Agrupamento de Escolas de Almancil, Loulé",Não,7
"Escola Básica de Querença, Loulé",Querenca,Querença,8100-129,289267582,eb1.querenca@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica Professor Sebastião José Pires Teixeira, Salir, Loulé",R. Artur Marcos Guerreiro,Salir,8100-202,289489518,ebi.salir@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica de Hortas de Santo António, Loulé",Rua Marçal Aboim,8100-705,Loulé,-,-,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica n.º 1 de Areeiro, Loulé",Areeiro,8100-225,Loulé,289415996,eb1.n1.areeiro@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica de Gilvrasino, Loulé",Gilvrasino,8100-314,Loulé,289432770,eb1.gilvrasino@escolas.min-edu.pt,145178,"Agrupamento de Escolas Engenheiro Duarte Pacheco, Loulé",Não,12
"Escola Básica de Alte, Loulé",R. dos Seromonheiros,Alte,8100-012,289478112,eb1.alte@escolas.min-edu.pt,145440,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Não,15
"Escola Básica de Quarteira, Loulé",R. da Escola,Quarteira,8125-213,289315821,eb1.dfranciscaaragao@escolas.min-edu.pt,145439,"Agrupamento de Escolas D. Dinis, Loulé",Não,2
Escola Básica n.º 1 de Monchique,R. de S. Pedro,8550-373,Monchique,282913772,eb1.n1.monchique@escolas.min-edu.pt,145180,Agrupamento de Escolas de Monchique,Não,4
Escola Básica n.º 2 de Monchique,R. de S. Pedro,8550-373,Monchique,282913772,eb1.n1.monchique@escolas.min-edu.pt,145180,Agrupamento de Escolas de Monchique,Não,4
"Escola Básica de Marmelete, Monchique",Marmelete,Marmelete,8550-145,282955469,eb1.marmelete@escolas.min-edu.pt,145180,Agrupamento de Escolas de Monchique,Não,4
"Escola Básica de Quelfes, Olhão",Lg. 25 de Abril,8700-254,Olhão,289701024,eb1.quelfes@escolas.min-edu.pt,145191,"Agrupamento de Escolas Professor Paula Nogueira, Olhão",Não,8
Escola Básica n.º 5 de Olhão,Lg. da Feira,8700-359,Olhão,289713223,eb1.n1.olhao@escolas.min-edu.pt,145452,"Agrupamento de Escolas Doutor Alberto Iria, Olhão",Não,3
"Escola Básica Cavalinha, Olhão",R. João da Rosa,8700-480,Olhão,289701078,eb1.cavalinha@escolas.min-edu.pt,145221,"Agrupamento de Escolas João da Rosa, Olhão",Não,4
Escola Básica n.º 4 de Olhão,Lg. da Feira,8700-359,Olhão,289713223,eb1.n1.olhao@escolas.min-edu.pt,145452,"Agrupamento de Escolas Doutor Alberto Iria, Olhão",Não,3
Escola Básica n.º 1 de Olhão,Lg. da Feira,8700-359,Olhão,289713223,eb1.n1.olhao@escolas.min-edu.pt,145452,"Agrupamento de Escolas Doutor Alberto Iria, Olhão",Não,3
"Escola Básica de Moncarapacho, Olhão",Av. D. Maria Rosa Dias,Moncarapacho,8700-082,289790720,eb23.dajoaoeusebio@escolas.min-edu.pt,145543,"Agrupamento de Escolas Doutor Francisco Fernandes Lopes, Olhão",Não,6
"Escola Básica e Secundária Dr. João Lúcio, Fuseta, Olhão",Bias do Sul,Moncarapacho,8700-067,289790100,eb23s.drjoaolucio@escolas.min-edu.pt,145543,"Agrupamento de Escolas Doutor Francisco Fernandes Lopes, Olhão",Não,6
"Escola Básica Dr. António João Eusébio, Moncarapacho, Olhão",Av. D. Maria Rosa Dias,Moncarapacho,8700-082,289790720,eb23.dajoaoeusebio@escolas.min-edu.pt,145543,"Agrupamento de Escolas Doutor Francisco Fernandes Lopes, Olhão",Não,6
"Escola Básica de Brancanes, Olhão",Brancanes,8700-207,Olhão,289704743,eb1.brancanes@escolas.min-edu.pt,145191,"Agrupamento de Escolas Professor Paula Nogueira, Olhão",Não,8
"Escola Básica José Carlos da Maia, Olhão",Rua João Augusto Saias,8700-254,Olhão,289703503,eb23.josecarlosmaia@escolas.min-edu.pt,145191,"Agrupamento de Escolas Professor Paula Nogueira, Olhão",Não,8
"Escola Básica n.º 1 de Marim, Olhão",Estr. Nacional 125,8700-221,Olhão,289705379,eb1.n1.marim@escolas.min-edu.pt,145221,"Agrupamento de Escolas João da Rosa, Olhão",Não,4
Colégio Bernardette de Jesus Romeira,Rua Dâmaso da Encarnação,n.º 29,8700-249,289701021,cl.bjesusromeira@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Fuseta, Olhão",Bias do Sul,Moncarapacho,8700-067,289790100,eb23s.drjoaolucio@escolas.min-edu.pt,145543,"Agrupamento de Escolas Doutor Francisco Fernandes Lopes, Olhão",Não,6
"Escola Básica Professor José Mariano Gago, Pechão, Olhão",Sitio da Igreja,8700-178,Olhão,289701549,eb1.n1.pechao@escolas.min-edu.pt,145191,"Agrupamento de Escolas Professor Paula Nogueira, Olhão",Não,8
Escola Básica n.º 6 de Olhão,Lg. da Feira,8700-359,Olhão,289713223,eb1.n1.olhao@escolas.min-edu.pt,145452,"Agrupamento de Escolas Doutor Alberto Iria, Olhão",Não,3
"Escola Básica de Vendas, Portimão",Urb. do Malheiro,8500-000,Portimão,282491182,eb1.vendasportimao@escolas.min-edu.pt,145488,"Agrupamento de Escolas Engenheiro Nuno Mergulhão, Portimão",Não,3
"Escola Básica José Sobral, Mexilhoeira Grande, Portimão",Mexilhoeira Grande,Mexilhoeira Grande,8500-132,282960300,eb23.mgrande@escolas.min-edu.pt,145531,"Agrupamento de Escolas de Bemposta, Portimão",Não,9
"Escola Básica de Pontal, Portimão",R. Marechal Gomes da Costa,8500-709,Portimão,282411398,eb1.pontal@escolas.min-edu.pt,145476,"Agrupamento de Escolas Poeta António Aleixo, Portimão",Não,3
"Escola Básica Major David Neto, Portimão",Estrada de Alvor,8500-521,Portimão,282414868,eb1.majordavidneto@escolas.min-edu.pt,145464,"Agrupamento de Escolas Manuel Teixeira Gomes, Portimão",Não,4
"Escola Básica Coca Maravilhas, Portimão",Bairro Coca Maravilhas,Alvor,8500-001,282470370,eb1.cocamaravilhas@escolas.min-edu.pt,145488,"Agrupamento de Escolas Engenheiro Nuno Mergulhão, Portimão",Não,3
Colégio do Rio,Rua de Moçambique,lote 67 - Urbanização Casal Vaz,2330-244,249098261,geral@andradecorvo.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Montes de Alvor, Portimão",R. da Cruz,Alvor,8500-059,282413594,eb1.montesalvor@escolas.min-edu.pt,145531,"Agrupamento de Escolas de Bemposta, Portimão",Não,9
Colégio da Penina,Urbanização da Encosta da Penina,Lote 1-27,Alvor,282417805,cl.penina@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Pedra Mourinha, Portimão",Pedra Mourinha,Alvor,8500-001,282430180,eb1.n3.portimao@escolas.min-edu.pt,145490,"Agrupamento de Escolas Júdice Fialho, Portimão",Não,6
Externato Ti-Té,Rua de Marachique,Lote 5,Alvor,282458867,ext.tite@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Chão das Donas, Portimão",Rua Poeta António Aleixo,Alvor,8500-001,282475069,eb1.chaodonas@escolas.min-edu.pt,145490,"Agrupamento de Escolas Júdice Fialho, Portimão",Não,6
"Escola Básica de Alvor, Portimão",R. da Cruz,Alvor,8500-059,282413594,eb1.montesalvor@escolas.min-edu.pt,145531,"Agrupamento de Escolas de Bemposta, Portimão",Não,9
Escola Básica n.º 1 de São Brás de Alportel,Alportel,8150-014,São Brás de Alportel,289841127,eb1.alportel@escolas.min-edu.pt,145373,"Agrupamento de Escolas José Belchior Viegas, São Brás de Alportel",Não,9
"Escola Básica de Vilarinhos, São Brás de Alportel",Vilarinhos,8150-063,São Brás de Alportel,289841037,eb1.vilarinhos@escolas.min-edu.pt,145373,"Agrupamento de Escolas José Belchior Viegas, São Brás de Alportel",Não,9
Escola Básica n.º 2 de São Brás de Alportel,Alportel,8150-014,São Brás de Alportel,289841127,eb1.alportel@escolas.min-edu.pt,145373,"Agrupamento de Escolas José Belchior Viegas, São Brás de Alportel",Não,9
"Escola Básica de Mesquita Baixa, São Brás de Alportel",Mesquita Baixa,8150-047,São Brás de Alportel,289841759,eb1.mesquitabaixa@escolas.min-edu.pt,145373,"Agrupamento de Escolas José Belchior Viegas, São Brás de Alportel",Não,9
"Escola Básica de Alportel, São Brás de Alportel",Alportel,8150-014,São Brás de Alportel,289841127,eb1.alportel@escolas.min-edu.pt,145373,"Agrupamento de Escolas José Belchior Viegas, São Brás de Alportel",Não,9
Jardim-Escola João de Deus de São Bartolomeu de Messines,Rua Dra. Maria da Luz de Deus Ramos,S Bartolomeu De Messines,8375-133,282339472,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Portela, Silves",Portela de Messines,S Bartolomeu De Messines,8375-066,282330031,eb1.psbmessines@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica de Pêra, Silves",R. João de Deus,Pêra,8365-204,282315880,eb1.perajoaodeus@escolas.min-edu.pt,145269,Agrupamento de Escolas Silves Sul,Não,8
"Escola Básica de Armação de Pêra, Silves",Sítio da Torre – Apartado 260,Armação De Pêra,8365-184,282315320,servicos@silvessul.edu.gov.pt,145269,Agrupamento de Escolas Silves Sul,Sim,8
"Escola Básica de São Bartolomeu de Messines, Silves",Rua Maria da Piedade Bastos Serpa,S Bartolomeu De Messines,8375-163,282339363,eb23.joaodeus@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica n.º 1 de Algoz, Silves",Rua das Quintas,Algoz,8365-062,282570220,eb23.algoz@escolas.min-edu.pt,145269,Agrupamento de Escolas Silves Sul,Não,8
"Escola Básica de São Marcos da Serra, Silves",R. da Oficina,São Marcos Da Serra,8375-258,282361653,eb1.smarcosserra@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica de Alcantarilha, Silves",Qta do Rogel,Alcantarilha,8365-023,282322023,eb1.alcantarilha@escolas.min-edu.pt,145269,Agrupamento de Escolas Silves Sul,Não,8
Escola Básica n.º 2 de Silves,R. 25 de Abril nº46,3025-540,São Silvestre,239964735,eb1.ss25abril46@escolas.min-edu.pt,161974,Agrupamento de Escolas Coimbra Centro,Não,21
Escola Básica n.º 1 de Silves,R. 25 de Abril nº46,3025-540,São Silvestre,239964735,eb1.ss25abril46@escolas.min-edu.pt,161974,Agrupamento de Escolas Coimbra Centro,Não,21
"Escola Básica Dr. Garcia Domingues, Silves",Praceta Gil Eanes - Apartado 38,8300-118,Silves,282442372,eb23.dgdomingues@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica de Tunes, Silves",R. João de Deus,Tunes,8365-235,282576955,eb1.tunes@escolas.min-edu.pt,145269,Agrupamento de Escolas Silves Sul,Não,8
